ZONA;TURMA;CARTEIRA;TOTAL_ESPERADO_MAPA;NOTAS_ESPERADAS_ATENA;NOTAS_GERADAS_TAB4;DEFASAGEM_GERACAO;DEFASAGEM_MAPA;DEFASAGEM_PROGRAMACAO;QTD_TURMAS;QTD_NOTAS;JUSTIFICATIVA;QTD_SUSCETIVEIS;VALOR_COBRAVEL;PECLD;TICKET_COBRAVEL;TICKET_PECLD
0037;EPS;CORTE;5,0;4,0;0,0;4,0;1,0;;;;;11,0;14190,75;978,476479755;1290,0681818181818;88,95240725045454
0038;STC;CORTE;11,0;11,0;11,0;0,0;0,0;;;;;36,0;40940,31;8097,78004742;1137,2308333333333;224,93833465055556
0040;STC;CORTE;11,0;11,0;11,0;0,0;0,0;;;;;19,0;13654,71;2192,172229945;718,668947368421;115,37748578657894
0044;STC;CORTE;11,0;12,0;12,0;0,0;-1,0;;;;;46,0;48085,59999999999;6435,344079489;1045,3391304347824;139,8987843367174
0044;EPS;DISJUNTOR;;13,0;0,0;13,0;;;;;;462,0;166336,06;20563,754763131;360,0347619047619;44,510291695088746
0045;EPS;CORTE;5,0;4,0;0,0;4,0;1,0;;;;;8,0;6246,41;2696,497969205;780,80125;337,062246150625
0048;EPS;CORTE;5,0;3,0;0,0;3,0;2,0;;;;;18,0;11797,25;3495,729182199;655,4027777777778;194,20717678883332
0049;STC;CORTE;11,0;11,0;11,0;0,0;0,0;;;;;25,0;17100,69;3931,89775096;684,0275999999999;157,2759100384
0050;STC;CORTE;16,0;18,0;17,0;1,0;-2,0;;;;;299,0;309844,54000000004;109895,044546461;1036,269364548495;367,5419550048863
0050;EPS;RECORTE;44,0;44,0;36,0;8,0;0,0;;;;;2756,0;2271225,77;960624,216909484;824,1022387518142;348,557408167447
0050;STC;RECORTE;16,0;16,0;11,0;5,0;0,0;;;;;2756,0;2271225,77;960624,216909484;824,1022387518142;348,557408167447
0052;EPS;RECORTE;22,0;22,0;15,0;7,0;0,0;;;;;876,0;722186,3399999999;389031,595096733;824,4136301369862;444,09999440266324
0055;STC;CORTE;16,0;17,0;17,0;0,0;-1,0;;;;;65,0;98531,99999999999;17005,394906211;1515,8769230769228;261,62146009555386
0055;EPS;RECORTE;22,0;22,0;16,0;6,0;0,0;;;;;881,0;828035,6499999998;374194,690963283;939,8815550510781;424,73858225117255
0056;STC;CORTE;16,0;6,0;6,0;0,0;10,0;;;;;10,0;10568,39;941,602897714;1056,839;94,1602897714
0058;STC;CORTE;8,0;11,0;11,0;0,0;-3,0;;;;;138,0;94648,42000000001;16161,109230801;685,858115942029;117,10948717971739
0058;EPS;RECORTE;28,0;28,0;15,0;13,0;0,0;;;;;2914,0;2617574,699999999;1113245,485182967;898,2754632807133;382,03345407788845
0058;STC;RECORTE;24,0;24,0;11,0;13,0;0,0;;;;;2914,0;2617574,699999999;1113245,485182967;898,2754632807133;382,03345407788845
0059;STC;CORTE;8,0;7,0;7,0;0,0;1,0;;;;;44,0;47148,6;11343,242074232;1071,5590909090909;257,80095623254545
0059;EPS;RECORTE;14,0;14,0;7,0;7,0;0,0;;;;;711,0;535067,26;281882,831845156;752,5559212376934;396,4596791071111
0059;STC;RECORTE;16,0;16,0;7,0;9,0;0,0;;;;;711,0;535067,26;281882,831845156;752,5559212376934;396,4596791071111
0062;STC;CORTE;11,0;12,0;12,0;0,0;-1,0;;;;;9,0;6928,69;1588,712695032;769,8544444444444;176,52363278133333
0062;EPS;RECORTE;6,0;6,0;4,0;2,0;0,0;;;;;15,0;11710,300000000001;10938,396164506;780,6866666666667;729,2264109670666
0064;EPS;RECORTE;6,0;6,0;4,0;2,0;0,0;;;;;259,0;114939,67;51396,14596394;443,78250965250965;198,44071800749035
0065;STC;CORTE;11,0;11,0;11,0;0,0;0,0;;;;;41,0;35620,15;12892,656278263;868,7841463414635;314,45503117714634
0067;EPS;RECORTE;6,0;6,0;3,0;3,0;0,0;;;;;66,0;63156,54999999999;35812,952788468;956,9174242424241;542,6204967949697
0068;STC;CORTE;11,0;11,0;11,0;0,0;0,0;;;;;12,0;4568,04;2306,000192753;380,67;192,16668272941666
0068;EPS;RECORTE;6,0;6,0;4,0;2,0;0,0;;;;;186,0;102199,43;37885,517439806;549,4593010752687;203,6855776333656
0072;STC;CORTE;11,0;11,0;11,0;0,0;0,0;;;;;22,0;11949,560000000003;4358,798796465;543,1618181818184;198,12721802113637
0072;EPS;RECORTE;6,0;6,0;5,0;1,0;0,0;;;;;127,0;53900,85999999999;23968,61466332;424,4162204724409;188,7292493174803
0076;EPS;RECORTE;6,0;6,0;5,0;1,0;0,0;;;;;103,0;53449,27999999999;26798,947873692;518,9250485436893;260,18395993875725
0077;EPS;CORTE;16,0;13,0;0,0;13,0;3,0;;;;;125,0;91747,24999999999;34711,286337633;733,9779999999998;277,690290701064
0078;EPS;CORTE;16,0;14,0;0,0;14,0;2,0;;;;;100,0;86406,73999999999;27231,431991588;864,0673999999999;272,31431991588
0078;STC;CORTE;11,0;11,0;11,0;0,0;0,0;;;;;100,0;86406,73999999999;27231,431991588;864,0673999999999;272,31431991588
0079;STC;CORTE;26,0;28,0;28,0;0,0;-2,0;;;;;45,0;38206,520000000004;13813,667715428;849,0337777777779;306,97039367617776
0080;EPS;CORTE;16,0;12,0;0,0;12,0;4,0;;;;;7,0;9326,5;3953,401087153;1332,357142857143;564,771583879
0081;STC;CORTE;11,0;12,0;12,0;0,0;-1,0;;;;;16,0;8114,9800000000005;4220,130207629;507,18625000000003;263,7581379768125
0082;STC;CORTE;11,0;11,0;11,0;0,0;0,0;;;;;12,0;11719,44;3192,817562277;976,62;266,06813018975
0082;EPS;CORTE;16,0;14,0;0,0;14,0;2,0;;;;;12,0;11719,44;3192,817562277;976,62;266,06813018975
0083;EPS;CORTE;16,0;13,0;0,0;13,0;3,0;;;;;40,0;88466,79000000001;295418,532676701;2211,66975;7385,463316917525
0084;STC;CORTE;11,0;11,0;11,0;0,0;0,0;;;;;20,0;18895,91;7922,936964829;944,7955;396,14684824145
0085;STC;CORTE;0,0;1,0;1,0;0,0;-1,0;;;;;42,0;36805,59999999999;4199,304822012;876,3238095238094;99,98344814314285
0085;EPS;RECORTE;3,0;3,0;1,0;2,0;0,0;;;;;148,0;128398,37999999999;58709,211582401;867,5566216216215;396,68386204325
0085;STC;RECORTE;0,0;1,0;0,0;1,0;-1,0;;;;;148,0;128398,37999999999;58709,211582401;867,5566216216215;396,68386204325
0086;STC;CORTE;0,0;1,0;1,0;0,0;-1,0;;;;;22,0;21966,739999999998;3525,22861544;998,4881818181817;160,23766433818182
0086;STC;RECORTE;0,0;6,0;3,0;3,0;-6,0;;;;;58,0;30283,480000000007;9216,10703595;522,1289655172415;158,89839717155172
0087;EPS;RECORTE;3,0;3,0;2,0;1,0;0,0;;;;;107,0;64013,72;16328,443977777;598,2590654205608;152,6022801661402
0087;STC;RECORTE;0,0;1,0;1,0;0,0;-1,0;;;;;107,0;64013,72;16328,443977777;598,2590654205608;152,6022801661402
0088;STC;CORTE;0,0;1,0;1,0;0,0;-1,0;;;;;56,0;67585,81;10285,900801665;1206,8894642857142;183,67680002973214
0088;EPS;RECORTE;3,0;3,0;2,0;1,0;0,0;;;;;170,0;94495,55;26541,957710905;555,8561764705883;156,12916300532353
0088;STC;RECORTE;0,0;5,0;3,0;2,0;-5,0;;;;;170,0;94495,55;26541,957710905;555,8561764705883;156,12916300532353
0089;STC;RECORTE;0,0;1,0;1,0;0,0;-1,0;;;;;9,0;6000,55;1544,743581152;666,7277777777778;171,63817568355554
0090;STC;RECORTE;0,0;3,0;2,0;1,0;-3,0;;;;;49,0;92592,06;41716,632243027;1889,6338775510203;851,3598416944286
0091;STC;RECORTE;0,0;5,0;1,0;4,0;-5,0;;;;;36,0;33910,670000000006;17293,750618794;941,9630555555557;480,38196163316667
0097;STC;CORTE;0,0;1,0;1,0;0,0;-1,0;;;;;81,0;76656,95;25554,786653246;946,382098765432;315,49119324995064
0097;STC;RECORTE;0,0;8,0;6,0;2,0;-8,0;;;;;222,0;213726,92000000004;105729,3153131;962,733873873874;476,258177086036
0097;EPS;RECORTE;3,0;3,0;1,0;2,0;0,0;;;;;222,0;213726,92000000004;105729,3153131;962,733873873874;476,258177086036
0098;STC;CORTE;21,0;8,0;8,0;0,0;13,0;;;;;6,0;6093,999999999998;2010,332066964;1015,6666666666664;335,055344494
0099;STC;RECORTE;0,0;14,0;7,0;7,0;-14,0;;;;;127,0;118917,7;60884,454730896;936,359842519685;479,4051553613858
0099;EPS;RECORTE;3,0;3,0;2,0;1,0;0,0;;;;;127,0;118917,7;60884,454730896;936,359842519685;479,4051553613858
0101;STC;CORTE;11,0;11,0;11,0;0,0;0,0;;;;;41,0;46088,380000000005;13186,45735815;1124,1068292682928;321,62091117439024
0106;STC;CORTE;20,0;24,0;24,0;0,0;-4,0;;;;;110,0;69649,01;31851,740566254;633,1728181818181;289,56127787503635
0106;EPS;RECORTE;0,0;35,0;35,0;0,0;-35,0;;;;;283,0;223615,7;127407,352444746;790,1614840989399;450,20265881535687
0107;STC;CORTE;20,0;20,0;20,0;0,0;0,0;;;;;121,0;79252,51;28477,143454589;654,9794214876033;235,34829301313223
0107;EPS;RECORTE;0,0;36,0;36,0;0,0;-36,0;;;;;1554,0;1170381,57;544325,151129342;753,1412934362935;350,2735850253166
0108;STC;CORTE;0,0;1,0;1,0;0,0;-1,0;;;;;115,0;114288,17;31637,736063164;993,8101739130435;275,11074837533914
0108;EPS;RECORTE;0,0;36,0;36,0;0,0;-36,0;;;;;2192,0;1743007,6500000001;673101,795470735;795,1677235401461;307,0719869848244
0109;STC;CORTE;0,0;2,0;2,0;0,0;-2,0;;;;;57,0;46985,85;7043,889934623;824,3131578947368;123,57701639689473
0109;EPS;RECORTE;0,0;36,0;36,0;0,0;-36,0;;;;;1667,0;1260720,78;419313,557565445;756,2812117576485;251,53782697387223
0110;STC;CORTE;0,0;1,0;1,0;0,0;-1,0;;;;;23,0;22525,68;5485,631192185;979,3773913043478;238,50570400804347
0110;EPS;RECORTE;0,0;36,0;36,0;0,0;-36,0;;;;;536,0;382409,53;143639,456333308;713,4506156716418;267,9840603233358
0111;EPS;RECORTE;0,0;36,0;36,0;0,0;-36,0;;;;;378,0;243061,01999999996;93071,014930704;643,0185714285714;246,21961621879365
0112;STC;CORTE;20,0;21,0;21,0;0,0;-1,0;;;;;36,0;50964,009999999995;6031,537354118;1415,6669444444442;167,54270428105556
0112;EPS;RECORTE;0,0;36,0;35,0;1,0;-36,0;;;;;268,0;294727,87999999995;95763,397135138;1099,7308955223878;357,3261087132015
0112;STC;RECORTE;20,0;20,0;13,0;7,0;0,0;;;;;268,0;294727,87999999995;95763,397135138;1099,7308955223878;357,3261087132015
0115;STC;CORTE;20,0;19,0;19,0;0,0;1,0;;;;;13,0;6936,56;2613,433328434;533,5815384615385;201,03333295646155
0115;STC;RECORTE;20,0;20,0;14,0;6,0;0,0;;;;;180,0;169458,62000000002;82035,399265555;941,4367777777779;455,7522181419722
0121;STC;CORTE;0,0;2,0;2,0;0,0;-2,0;;;;;9,0;14978,189999999999;2004,674949588;1664,243333333333;222,74166106533335
0122;STC;CORTE;21,0;25,0;24,0;1,0;-4,0;;;;;204,0;222866,91;44165,266799519;1092,4848529411765;216,4964058799951
0122;EPS;RECORTE;30,0;30,0;21,0;9,0;0,0;;;;;2337,0;2609682,2199999997;1284325,562163824;1116,6804535729566;549,561644058119
0123;STC;CORTE;0,0;2,0;2,0;0,0;-2,0;;;;;84,0;99377,34;18275,986213293;1183,0635714285713;217,57126444396428
0123;EPS;RECORTE;60,0;60,0;40,0;20,0;0,0;;;;;2051,0;1920904,4300000002;759263,495191105;936,5696879570942;370,1918552857655
0124;STC;CORTE;21,0;22,0;22,0;0,0;-1,0;;;;;119,0;139384,83;22907,231631128;1171,3010924369746;192,49774479939495
0124;EPS;RECORTE;60,0;60,0;35,0;25,0;0,0;;;;;2231,0;1706727,2300000002;726732,424749439;765,0054818467056;325,7429066559565
0125;EPS;RECORTE;30,0;30,0;17,0;13,0;0,0;;;;;1668,0;1691776,4200000006;824909,006926129;1014,2544484412474;494,54976434420206
0126;STC;CORTE;0,0;1,0;1,0;0,0;-1,0;;;;;9,0;6269,04;2926,604805071;696,56;325,1783116745556
0127;STC;CORTE;0,0;2,0;2,0;0,0;-2,0;;;;;37,0;26403,94;9743,363370167;713,62;263,3341451396486
0127;EPS;RECORTE;30,0;30,0;24,0;6,0;0,0;;;;;655,0;669366,2400000001;298579,152503642;1021,9331908396948;455,84603435670533
0128;STC;CORTE;0,0;2,0;2,0;0,0;-2,0;;;;;56,0;58192,469999999994;12256,402202053;1039,15125;218,86432503666072
0128;EPS;RECORTE;30,0;30,0;18,0;12,0;0,0;;;;;824,0;848085,1;415686,605733406;1029,2294902912622;504,4740360842306
0129;EPS;CORTE;21,0;21,0;0,0;21,0;0,0;;;;;48,0;106068,61;37059,948441193;2209,762708333333;772,0822591915208
0130;STC;CORTE;17,0;21,0;21,0;0,0;-4,0;;;;;130,0;114864,30999999997;13190,232812573;883,5716153846151;101,46332932748462
0130;EPS;CORTE;21,0;21,0;0,0;21,0;0,0;;;;;130,0;114864,30999999997;13190,232812573;883,5716153846151;101,46332932748462
0131;EPS;CORTE;21,0;21,0;0,0;21,0;0,0;;;;;22,0;33405,47;3682,18623581;1518,4304545454545;167,37210162772726
0132;STC;CORTE;17,0;8,0;8,0;0,0;9,0;;;;;41,0;64074,85;11526,418699311;1562,801219512195;281,1321633978293
0132;EPS;CORTE;42,0;42,0;0,0;42,0;0,0;;;;;41,0;64074,85;11526,418699311;1562,801219512195;281,1321633978293
0132;STC;RECORTE;17,0;20,0;11,0;9,0;-3,0;;;;;493,0;585442,15;252284,148115288;1187,5094320486817;511,7325519579878
0133;EPS;CORTE;21,0;19,0;0,0;19,0;2,0;;;;;541,0;551280,99;183213,93194133;1019,0036783733826;338,65791486382625
0134;EPS;CORTE;21,0;21,0;0,0;21,0;0,0;;;;;45,0;67914,3;12873,045883103;1509,2066666666667;286,0676862911778
0134;STC;CORTE;34,0;14,0;14,0;0,0;20,0;;;;;45,0;67914,3;12873,045883103;1509,2066666666667;286,0676862911778
0136;EPS;CORTE;21,0;21,0;0,0;21,0;0,0;;;;;29,0;113189,69999999998;24134,485812817;3903,093103448275;832,2236487178276
0137;EPS;CORTE;63,0;63,0;0,0;63,0;0,0;;;;;63,0;133874,01;292206,144058494;2124,9842857142858;4638,192762833238
0138;STC;CORTE;21,0;17,0;16,0;1,0;4,0;;;;;33,0;19549,199999999997;4331,383214792;592,3999999999999;131,2540368118788
0138;EPS;CORTE;4,0;4,0;0,0;4,0;0,0;;;;;33,0;19549,199999999997;4331,383214792;592,3999999999999;131,2540368118788
0139;EPS;CORTE;4,0;4,0;0,0;4,0;0,0;;;;;60,0;41234,509999999995;9041,1805476;687,2418333333333;150,68634246
0142;STC;CORTE;21,0;22,0;21,0;1,0;-1,0;;;;;75,0;53574,859999999986;5158,652281269;714,3314666666665;68,78203041692
0142;EPS;CORTE;4,0;4,0;0,0;4,0;0,0;;;;;75,0;53574,859999999986;5158,652281269;714,3314666666665;68,78203041692
0142;EPS;DISJUNTOR;;21,0;0,0;21,0;;;;;;563,0;216827,24000000002;22660,817549777;385,12831261101246;40,25011998184192
0146;EPS;CORTE;4,0;4,0;0,0;4,0;0,0;;;;;24,0;12303,079999999998;3903,235496144;512,6283333333332;162,63481233933334
0147;EPS;CORTE;4,0;4,0;0,0;4,0;0,0;;;;;33,0;29751,509999999995;4030,366328772;901,5609090909089;122,1323129930909
0148;EPS;CORTE;4,0;4,0;0,0;4,0;0,0;;;;;41,0;36698,35;7977,677662914;895,0817073170731;194,5775039735122
0149;EPS;CORTE;4,0;4,0;0,0;4,0;0,0;;;;;15,0;11402,14;2287,598783318;760,1426666666666;152,50658555453333
0150;EPS;CORTE;4,0;4,0;0,0;4,0;0,0;;;;;48,0;37518,31;9633,775842548;781,6314583333333;200,70366338641668
0152;STC;CORTE;21,0;22,0;22,0;0,0;-1,0;;;;;15,0;12455,230000000001;1536,34736233;830,3486666666668;102,42315748866666
0154;EPS;RECORTE;8,0;8,0;7,0;1,0;0,0;;;;;42,0;71516,95999999998;29443,262802562;1702,7847619047614;701,0300667276666
0155;STC;CORTE;16,0;16,0;15,0;1,0;0,0;;;;;64,0;54407,04999999999;27458,821686005;850,1101562499998;429,04408884382815
0156;STC;CORTE;16,0;11,0;11,0;0,0;5,0;;;;;14,0;7690,06;3302,099560144;549,2900000000001;235,864254296
0159;STC;CORTE;16,0;16,0;15,0;1,0;0,0;;;;;39,0;25956,629999999994;6554,068464764;665,5546153846152;168,05303755805127
0159;EPS;RECORTE;8,0;7,0;6,0;1,0;1,0;;;;;20,0;14508,810000000001;9184,375573411;725,4405;459,21877867055
0161;EPS;RECORTE;8,0;7,0;7,0;0,0;1,0;;;;;29,0;20158,31;9325,469840674;695,1141379310345;321,56792554048275
0163;STC;CORTE;16,0;15,0;15,0;0,0;1,0;;;;;25,0;18258,68;3453,804272017;730,3472;138,15217088068
0163;EPS;RECORTE;8,0;8,0;8,0;0,0;0,0;;;;;54,0;30978,039999999994;10121,496680349;573,6674074074073;187,43512371016666
0167;STC;CORTE;16,0;14,0;13,0;1,0;2,0;;;;;9,0;9204,24;924,8669625;1022,6933333333333;102,76299583333333
0172;EPS;CORTE;25,0;25,0;0,0;25,0;0,0;;;;;36,0;31254,489999999998;8788,588219127;868,1802777777777;244,12745053130556
