UTD;ZONA;CARTEIRA;TURMA;TOTAL_ESPERADO_MAPA;TOTAL_ESPERADO_ATENA;DATA_PEDIDO;DIA_SEMANA;FLAG_DEF
LIVRAMENTO DE NOSSA SENHORA;309;CORTE;EPS;5,0;;2022-08-25;5;
LIVRAMENTO DE NOSSA SENHORA;311;CORTE;EPS;5,0;;2022-08-25;5;
SANTO AMARO;419;CORTE;EPS;16,0;;2022-08-25;5;
SANTO AMARO;420;CORTE;EPS;8,0;;2022-08-25;5;
SEABRA;436;CORTE;EPS;9,0;;2022-08-25;5;
SEABRA;440;CORTE;EPS;9,0;;2022-08-25;5;
SEABRA;441;CORTE;EPS;9,0;;2022-08-25;5;
SENHOR DO BONFIM;445;CORTE;EPS;9,0;;2022-08-25;5;
SENHOR DO BONFIM;449;CORTE;EPS;9,0;;2022-08-25;5;
SENHOR DO BONFIM;451;CORTE;EPS;9,0;;2022-08-25;5;
SERRINHA;456;RECORTE;EPS;5,0;;2022-08-25;5;
SERRINHA;458;RECORTE;EPS;5,0;;2022-08-25;5;
SERRINHA;459;RECORTE;EPS;5,0;;2022-08-25;5;
SERRINHA;463;RECORTE;EPS;5,0;;2022-08-25;5;
SERRINHA;464;RECORTE;EPS;10,0;;2022-08-25;5;
SERRINHA;468;RECORTE;EPS;5,0;;2022-08-25;5;
GRACA;132;RECORTE;STC;15,0;;2022-08-25;5;
GRACA;130;CORTE;STC;15,0;;2022-08-25;5;
GRACA;132;CORTE;STC;15,0;;2022-08-25;5;
GRACA;134;CORTE;STC;30,0;;2022-08-25;5;
PIRAJA;352;RECORTE;STC;15,0;;2022-08-25;5;
PIRAJA;353;RECORTE;STC;15,0;;2022-08-25;5;
PIRAJA;350;CORTE;STC;15,0;;2022-08-25;5;
PIRAJA;352;CORTE;STC;15,0;;2022-08-25;5;
PIRAJA;354;CORTE;STC;15,0;;2022-08-25;5;
POSTO DA MATA;383;CORTE;STC;15,0;;2022-08-25;5;
TEIXEIRA DE FREITAS;479;RECORTE;STC;15,0;;2022-08-25;5;
VALENCA;493;CORTE;STC;15,0;;2022-08-25;5;
EUNAPOLIS;85;CORTE;EPS;6,0;;2022-08-19;6;
EUNAPOLIS;87;CORTE;EPS;6,0;;2022-08-19;6;
EUNAPOLIS;88;CORTE;EPS;6,0;;2022-08-19;6;
EUNAPOLIS;105;CORTE;EPS;12,0;;2022-08-19;6;
FEIRA DE SANTANA NORTE;107;CORTE;EPS;30,0;;2022-08-19;6;
FEIRA DE SANTANA NORTE;108;CORTE;EPS;10,0;;2022-08-19;6;
FEIRA DE SANTANA NORTE;109;CORTE;EPS;20,0;;2022-08-19;6;
FEIRA DE SANTANA NORTE;116;CORTE;EPS;20,0;;2022-08-19;6;
GUANAMBI;139;CORTE;EPS;5,0;;2022-08-19;6;
GUANAMBI;148;CORTE;EPS;5,0;;2022-08-19;6;
GUANAMBI;150;CORTE;EPS;5,0;;2022-08-19;6;
IPIAU;188;CORTE;EPS;6,0;;2022-08-19;6;
IPIAU;189;CORTE;EPS;6,0;;2022-08-19;6;
IPIAU;526;CORTE;EPS;6,0;;2022-08-19;6;
IPIAU;527;CORTE;EPS;6,0;;2022-08-19;6;
IPIAU;531;CORTE;EPS;6,0;;2022-08-19;6;
IPIAU;532;CORTE;EPS;6,0;;2022-08-19;6;
ITAPETINGA;238;CORTE;EPS;10,0;;2022-08-19;6;
ITAPETINGA;241;CORTE;EPS;10,0;;2022-08-19;6;
ITAPETINGA;249;CORTE;EPS;10,0;;2022-08-19;6;
ITAPETINGA;245;CORTE;EPS;10,0;;2022-08-19;6;
ITAPETINGA;244;CORTE;EPS;10,0;;2022-08-19;6;
JACOBINA;255;CORTE;EPS;7,0;;2022-08-19;6;
JACOBINA;256;CORTE;EPS;7,0;;2022-08-19;6;
JACOBINA;257;CORTE;EPS;7,0;;2022-08-19;6;
JACOBINA;258;CORTE;EPS;7,0;;2022-08-19;6;
JACOBINA;259;CORTE;EPS;7,0;;2022-08-19;6;
JACOBINA;260;CORTE;EPS;7,0;;2022-08-19;6;
JACOBINA;261;CORTE;EPS;7,0;;2022-08-19;6;
JACOBINA;262;CORTE;EPS;7,0;;2022-08-19;6;
JACOBINA;263;CORTE;EPS;7,0;;2022-08-19;6;
JACOBINA;264;CORTE;EPS;7,0;;2022-08-19;6;
JACOBINA;534;CORTE;EPS;7,0;;2022-08-19;6;
LIVRAMENTO DE NOSSA SENHORA;306;CORTE;EPS;5,0;;2022-08-19;6;
PAULO AFONSO;325;CORTE;EPS;7,0;;2022-08-19;6;
PAULO AFONSO;328;CORTE;EPS;7,0;;2022-08-19;6;
PAULO AFONSO;332;CORTE;EPS;7,0;;2022-08-19;6;
PAULO AFONSO;334;CORTE;EPS;7,0;;2022-08-19;6;
PAULO AFONSO;340;CORTE;EPS;7,0;;2022-08-19;6;
PAULO AFONSO;341;CORTE;EPS;7,0;;2022-08-19;6;
PAULO AFONSO;345;CORTE;EPS;7,0;;2022-08-19;6;
PAULO AFONSO;407;CORTE;EPS;7,0;;2022-08-19;6;
CANDEIAS;59;RECORTE;STC;7,0;;2022-08-19;6;
CANDEIAS;59;CORTE;STC;7,0;;2022-08-19;6;
ITAPETINGA;241;CORTE;STC;8,0;;2022-08-19;6;
ITAPETINGA;242;CORTE;STC;8,0;;2022-08-19;6;
ITAPETINGA;238;CORTE;STC;8,0;;2022-08-19;6;
ITAPETINGA;239;CORTE;STC;8,0;;2022-08-19;6;
ITAPETINGA;248;CORTE;STC;8,0;;2022-08-19;6;
JUAZEIRO;284;CORTE;STC;8,0;;2022-08-19;6;
JUAZEIRO;288;CORTE;STC;8,0;;2022-08-19;6;
JUAZEIRO;289;CORTE;STC;8,0;;2022-08-19;6;
JUAZEIRO;291;CORTE;STC;8,0;;2022-08-19;6;
JUAZEIRO;292;CORTE;STC;8,0;;2022-08-19;6;
JUAZEIRO;286;CORTE;STC;8,0;;2022-08-19;6;
REMANSO;389;CORTE;STC;8,0;;2022-08-19;6;
SERRINHA;464;RECORTE;STC;8,0;;2022-08-19;6;
SERRINHA;465;CORTE;STC;8,0;;2022-08-19;6;
ESPLANADA;79;CORTE;STC;11,0;;2022-08-18;5;
IPIAU;530;CORTE;STC;11,0;;2022-08-18;5;
IPIAU;532;CORTE;STC;11,0;;2022-08-18;5;
ITAPETINGA;242;RECORTE;STC;11,0;;2022-08-18;5;
ITAPETINGA;241;CORTE;STC;7,0;;2022-08-18;5;
ITAPETINGA;237;CORTE;STC;7,0;;2022-08-18;5;
ITAPETINGA;239;CORTE;STC;7,0;;2022-08-18;5;
ITAPETINGA;245;CORTE;STC;7,0;;2022-08-18;5;
ITAPETINGA;247;CORTE;STC;7,0;;2022-08-18;5;
JUAZEIRO;284;CORTE;STC;7,0;;2022-08-18;5;
JUAZEIRO;285;CORTE;STC;7,0;;2022-08-18;5;
JUAZEIRO;287;CORTE;STC;7,0;;2022-08-18;5;
JUAZEIRO;292;CORTE;STC;7,0;;2022-08-18;5;
JUAZEIRO;286;CORTE;STC;7,0;;2022-08-18;5;
SANTO ANTONIO DE JESUS;9;CORTE;STC;11,0;;2022-08-18;5;
SANTO ANTONIO DE JESUS;431;CORTE;STC;11,0;;2022-08-18;5;
SANTO ANTONIO DE JESUS;430;CORTE;STC;11,0;;2022-08-18;5;
SENHOR DO BONFIM;447;CORTE;STC;11,0;;2022-08-18;5;
SENHOR DO BONFIM;450;CORTE;STC;11,0;;2022-08-18;5;
SENHOR DO BONFIM;454;CORTE;STC;11,0;;2022-08-18;5;
SERRINHA;463;CORTE;STC;7,0;;2022-08-18;5;
SERRINHA;464;CORTE;STC;7,0;;2022-08-18;5;
ALAGOINHAS;1;CORTE;EPS;33,0;;2022-08-18;5;
ALAGOINHAS;2;CORTE;EPS;33,0;;2022-08-18;5;
ALAGOINHAS;3;CORTE;EPS;11,0;;2022-08-18;5;
ALAGOINHAS;4;CORTE;EPS;22,0;;2022-08-18;5;
AMARGOSA;5;CORTE;EPS;44,0;;2022-08-18;5;
AMARGOSA;11;CORTE;EPS;44,0;;2022-08-18;5;
BARREIRAS;13;CORTE;EPS;11,0;;2022-08-18;5;
BARREIRAS;18;CORTE;EPS;11,0;;2022-08-18;5;
BARREIRAS;20;CORTE;EPS;11,0;;2022-08-18;5;
BARREIRAS;22;CORTE;EPS;11,0;;2022-08-18;5;
BOM JESUS DA LAPA;23;CORTE;EPS;22,0;;2022-08-18;5;
BOM JESUS DA LAPA;27;CORTE;EPS;11,0;;2022-08-18;5;
BOM JESUS DA LAPA;28;CORTE;EPS;11,0;;2022-08-18;5;
BOM JESUS DA LAPA;30;CORTE;EPS;11,0;;2022-08-18;5;
BOM JESUS DA LAPA;33;CORTE;EPS;11,0;;2022-08-18;5;
BOM JESUS DA LAPA;34;CORTE;EPS;11,0;;2022-08-18;5;
BRUMADO;37;CORTE;EPS;11,0;;2022-08-18;5;
BRUMADO;45;CORTE;EPS;11,0;;2022-08-18;5;
BRUMADO;48;CORTE;EPS;11,0;;2022-08-18;5;
CAMACARI;50;CORTE;EPS;11,0;;2022-08-18;5;
CAMACARI;52;CORTE;EPS;11,0;;2022-08-18;5;
CAMACARI;55;CORTE;EPS;11,0;;2022-08-18;5;
CAMACARI;57;CORTE;EPS;11,0;;2022-08-18;5;
CANDEIAS;58;CORTE;EPS;22,0;;2022-08-18;5;
CANDEIAS;59;CORTE;EPS;11,0;;2022-08-18;5;
CONCEICAO DO COITE;62;CORTE;EPS;11,0;;2022-08-18;5;
CONCEICAO DO COITE;63;CORTE;EPS;11,0;;2022-08-18;5;
CONCEICAO DO COITE;65;CORTE;EPS;11,0;;2022-08-18;5;
CONCEICAO DO COITE;67;CORTE;EPS;11,0;;2022-08-18;5;
CONCEICAO DO COITE;68;CORTE;EPS;11,0;;2022-08-18;5;
CONCEICAO DO COITE;72;CORTE;EPS;11,0;;2022-08-18;5;
CONCEICAO DO COITE;75;CORTE;EPS;11,0;;2022-08-18;5;
ESPLANADA;77;CORTE;EPS;11,0;;2022-08-18;5;
ESPLANADA;78;CORTE;EPS;11,0;;2022-08-18;5;
ESPLANADA;80;CORTE;EPS;11,0;;2022-08-18;5;
ESPLANADA;82;CORTE;EPS;11,0;;2022-08-18;5;
ESPLANADA;83;CORTE;EPS;11,0;;2022-08-18;5;
EUNAPOLIS;85;CORTE;EPS;11,0;;2022-08-18;5;
EUNAPOLIS;87;CORTE;EPS;11,0;;2022-08-18;5;
EUNAPOLIS;88;CORTE;EPS;11,0;;2022-08-18;5;
EUNAPOLIS;105;CORTE;EPS;22,0;;2022-08-18;5;
FEIRA DE SANTANA NORTE;107;CORTE;EPS;33,0;;2022-08-18;5;
FEIRA DE SANTANA NORTE;108;CORTE;EPS;11,0;;2022-08-18;5;
FEIRA DE SANTANA NORTE;109;CORTE;EPS;22,0;;2022-08-18;5;
FEIRA DE SANTANA NORTE;116;CORTE;EPS;22,0;;2022-08-18;5;
FEIRA DE SANTANA SUL;121;CORTE;EPS;11,0;;2022-08-18;5;
FEIRA DE SANTANA SUL;122;CORTE;EPS;11,0;;2022-08-18;5;
FEIRA DE SANTANA SUL;123;CORTE;EPS;33,0;;2022-08-18;5;
FEIRA DE SANTANA SUL;124;CORTE;EPS;11,0;;2022-08-18;5;
FEIRA DE SANTANA SUL;125;CORTE;EPS;11,0;;2022-08-18;5;
FEIRA DE SANTANA SUL;127;CORTE;EPS;11,0;;2022-08-18;5;
FEIRA DE SANTANA SUL;128;CORTE;EPS;11,0;;2022-08-18;5;
GRACA;129;CORTE;EPS;11,0;;2022-08-18;5;
GRACA;130;CORTE;EPS;33,0;;2022-08-18;5;
GRACA;131;CORTE;EPS;11,0;;2022-08-18;5;
GRACA;132;CORTE;EPS;11,0;;2022-08-18;5;
GRACA;133;CORTE;EPS;22,0;;2022-08-18;5;
GRACA;134;CORTE;EPS;11,0;;2022-08-18;5;
GRACA;135;CORTE;EPS;44,0;;2022-08-18;5;
GRACA;136;CORTE;EPS;33,0;;2022-08-18;5;
GRACA;137;CORTE;EPS;11,0;;2022-08-18;5;
GUANAMBI;138;CORTE;EPS;11,0;;2022-08-18;5;
GUANAMBI;139;CORTE;EPS;11,0;;2022-08-18;5;
GUANAMBI;142;CORTE;EPS;11,0;;2022-08-18;5;
GUANAMBI;146;CORTE;EPS;11,0;;2022-08-18;5;
GUANAMBI;147;CORTE;EPS;11,0;;2022-08-18;5;
GUANAMBI;148;CORTE;EPS;11,0;;2022-08-18;5;
GUANAMBI;149;CORTE;EPS;11,0;;2022-08-18;5;
GUANAMBI;150;CORTE;EPS;11,0;;2022-08-18;5;
IBOTIRAMA;155;CORTE;EPS;22,0;;2022-08-18;5;
IBOTIRAMA;158;CORTE;EPS;11,0;;2022-08-18;5;
IBOTIRAMA;156;CORTE;EPS;11,0;;2022-08-18;5;
IBOTIRAMA;161;CORTE;EPS;11,0;;2022-08-18;5;
IBOTIRAMA;168;CORTE;EPS;11,0;;2022-08-18;5;
IBOTIRAMA;163;CORTE;EPS;11,0;;2022-08-18;5;
IBOTIRAMA;170;CORTE;EPS;11,0;;2022-08-18;5;
ILHEUS;173;CORTE;EPS;11,0;;2022-08-18;5;
ILHEUS;178;CORTE;EPS;11,0;;2022-08-18;5;
ILHEUS;179;CORTE;EPS;11,0;;2022-08-18;5;
ILHEUS;180;CORTE;EPS;11,0;;2022-08-18;5;
ILHEUS;183;CORTE;EPS;11,0;;2022-08-18;5;
ILHEUS;186;CORTE;EPS;11,0;;2022-08-18;5;
ILHEUS;187;CORTE;EPS;11,0;;2022-08-18;5;
IPIAU;188;CORTE;EPS;11,0;;2022-08-18;5;
IPIAU;190;CORTE;EPS;11,0;;2022-08-18;5;
IPIAU;526;CORTE;EPS;11,0;;2022-08-18;5;
IPIAU;530;CORTE;EPS;11,0;;2022-08-18;5;
IPIAU;531;CORTE;EPS;11,0;;2022-08-18;5;
IPIAU;532;CORTE;EPS;11,0;;2022-08-18;5;
IRECE;192;CORTE;EPS;11,0;;2022-08-18;5;
IRECE;193;CORTE;EPS;11,0;;2022-08-18;5;
IRECE;194;CORTE;EPS;11,0;;2022-08-18;5;
IRECE;195;CORTE;EPS;11,0;;2022-08-18;5;
IRECE;198;CORTE;EPS;11,0;;2022-08-18;5;
IRECE;203;CORTE;EPS;11,0;;2022-08-18;5;
IRECE;207;CORTE;EPS;22,0;;2022-08-18;5;
IRECE;210;CORTE;EPS;11,0;;2022-08-18;5;
IRECE;211;CORTE;EPS;22,0;;2022-08-18;5;
ITABERABA;213;CORTE;EPS;11,0;;2022-08-18;5;
ITABERABA;218;CORTE;EPS;11,0;;2022-08-18;5;
ITABERABA;216;CORTE;EPS;11,0;;2022-08-18;5;
ITABERABA;215;CORTE;EPS;11,0;;2022-08-18;5;
ITABERABA;217;CORTE;EPS;11,0;;2022-08-18;5;
ITABUNA;172;CORTE;EPS;11,0;;2022-08-18;5;
ITABUNA;185;CORTE;EPS;22,0;;2022-08-18;5;
ITABUNA;225;CORTE;EPS;11,0;;2022-08-18;5;
ITABUNA;227;CORTE;EPS;11,0;;2022-08-18;5;
ITABUNA;228;CORTE;EPS;11,0;;2022-08-18;5;
ITABUNA;233;CORTE;EPS;11,0;;2022-08-18;5;
ITAPETINGA;238;CORTE;EPS;11,0;;2022-08-18;5;
ITAPETINGA;241;CORTE;EPS;11,0;;2022-08-18;5;
ITAPETINGA;249;CORTE;EPS;11,0;;2022-08-18;5;
ITAPETINGA;245;CORTE;EPS;11,0;;2022-08-18;5;
ITAPETINGA;244;CORTE;EPS;11,0;;2022-08-18;5;
ITAPOAN;250;CORTE;EPS;33,0;;2022-08-18;5;
ITAPOAN;251;CORTE;EPS;22,0;;2022-08-18;5;
ITAPOAN;253;CORTE;EPS;11,0;;2022-08-18;5;
ITAPOAN;254;CORTE;EPS;11,0;;2022-08-18;5;
JACOBINA;255;CORTE;EPS;11,0;;2022-08-18;5;
JACOBINA;256;CORTE;EPS;11,0;;2022-08-18;5;
JACOBINA;257;CORTE;EPS;11,0;;2022-08-18;5;
JACOBINA;258;CORTE;EPS;11,0;;2022-08-18;5;
JACOBINA;259;CORTE;EPS;11,0;;2022-08-18;5;
JACOBINA;260;CORTE;EPS;11,0;;2022-08-18;5;
JACOBINA;261;CORTE;EPS;11,0;;2022-08-18;5;
JACOBINA;262;CORTE;EPS;11,0;;2022-08-18;5;
JACOBINA;263;CORTE;EPS;11,0;;2022-08-18;5;
JACOBINA;264;CORTE;EPS;11,0;;2022-08-18;5;
JACOBINA;534;CORTE;EPS;11,0;;2022-08-18;5;
JEQUIE;269;CORTE;EPS;11,0;;2022-08-18;5;
JEQUIE;278;CORTE;EPS;11,0;;2022-08-18;5;
JEQUIE;279;CORTE;EPS;11,0;;2022-08-18;5;
JUAZEIRO;284;CORTE;EPS;11,0;;2022-08-18;5;
JUAZEIRO;285;CORTE;EPS;11,0;;2022-08-18;5;
JUAZEIRO;286;CORTE;EPS;11,0;;2022-08-18;5;
JUAZEIRO;287;CORTE;EPS;11,0;;2022-08-18;5;
JUAZEIRO;288;CORTE;EPS;11,0;;2022-08-18;5;
JUAZEIRO;290;CORTE;EPS;22,0;;2022-08-18;5;
JUAZEIRO;291;CORTE;EPS;11,0;;2022-08-18;5;
JUAZEIRO;292;CORTE;EPS;11,0;;2022-08-18;5;
LAURO DE FREITAS;293;CORTE;EPS;11,0;;2022-08-18;5;
LAURO DE FREITAS;294;CORTE;EPS;11,0;;2022-08-18;5;
LAURO DE FREITAS;296;CORTE;EPS;11,0;;2022-08-18;5;
LAURO DE FREITAS;298;CORTE;EPS;11,0;;2022-08-18;5;
LIVRAMENTO DE NOSSA SENHORA;305;CORTE;EPS;11,0;;2022-08-18;5;
LIVRAMENTO DE NOSSA SENHORA;309;CORTE;EPS;11,0;;2022-08-18;5;
LIVRAMENTO DE NOSSA SENHORA;311;CORTE;EPS;11,0;;2022-08-18;5;
LUIS EDUARDO MAGALHAES;313;CORTE;EPS;11,0;;2022-08-18;5;
LUIS EDUARDO MAGALHAES;317;CORTE;EPS;11,0;;2022-08-18;5;
LUIS EDUARDO MAGALHAES;318;CORTE;EPS;11,0;;2022-08-18;5;
LUIS EDUARDO MAGALHAES;319;CORTE;EPS;11,0;;2022-08-18;5;
LUIS EDUARDO MAGALHAES;320;CORTE;EPS;11,0;;2022-08-18;5;
LUIS EDUARDO MAGALHAES;321;CORTE;EPS;11,0;;2022-08-18;5;
LUIS EDUARDO MAGALHAES;322;CORTE;EPS;11,0;;2022-08-18;5;
LUIS EDUARDO MAGALHAES;323;CORTE;EPS;11,0;;2022-08-18;5;
PAULO AFONSO;325;CORTE;EPS;11,0;;2022-08-18;5;
PAULO AFONSO;328;CORTE;EPS;11,0;;2022-08-18;5;
PAULO AFONSO;332;CORTE;EPS;11,0;;2022-08-18;5;
PAULO AFONSO;338;CORTE;EPS;11,0;;2022-08-18;5;
PAULO AFONSO;340;CORTE;EPS;11,0;;2022-08-18;5;
PAULO AFONSO;343;CORTE;EPS;11,0;;2022-08-18;5;
PAULO AFONSO;345;CORTE;EPS;11,0;;2022-08-18;5;
PAULO AFONSO;407;CORTE;EPS;11,0;;2022-08-18;5;
PERIPERI;347;CORTE;EPS;22,0;;2022-08-18;5;
PERIPERI;348;CORTE;EPS;22,0;;2022-08-18;5;
PERIPERI;349;CORTE;EPS;11,0;;2022-08-18;5;
PIRAJA;350;CORTE;EPS;11,0;;2022-08-18;5;
PIRAJA;351;CORTE;EPS;11,0;;2022-08-18;5;
PIRAJA;352;CORTE;EPS;11,0;;2022-08-18;5;
PIRAJA;353;CORTE;EPS;33,0;;2022-08-18;5;
PIRAJA;354;CORTE;EPS;11,0;;2022-08-18;5;
PIRAJA;355;CORTE;EPS;33,0;;2022-08-18;5;
PITUBA;356;CORTE;EPS;22,0;;2022-08-18;5;
PITUBA;357;CORTE;EPS;11,0;;2022-08-18;5;
PITUBA;359;CORTE;EPS;11,0;;2022-08-18;5;
PORTO SEGURO;360;CORTE;EPS;11,0;;2022-08-18;5;
PORTO SEGURO;361;CORTE;EPS;11,0;;2022-08-18;5;
PORTO SEGURO;366;CORTE;EPS;11,0;;2022-08-18;5;
PORTO SEGURO;371;CORTE;EPS;11,0;;2022-08-18;5;
PORTO SEGURO;372;CORTE;EPS;11,0;;2022-08-18;5;
PORTO SEGURO;375;CORTE;EPS;11,0;;2022-08-18;5;
PORTO SEGURO;376;CORTE;EPS;22,0;;2022-08-18;5;
PORTO SEGURO;377;CORTE;EPS;11,0;;2022-08-18;5;
POSTO DA MATA;378;CORTE;EPS;11,0;;2022-08-18;5;
POSTO DA MATA;379;CORTE;EPS;11,0;;2022-08-18;5;
POSTO DA MATA;381;CORTE;EPS;11,0;;2022-08-18;5;
POSTO DA MATA;385;CORTE;EPS;22,0;;2022-08-18;5;
POSTO DA MATA;387;CORTE;EPS;22,0;;2022-08-18;5;
REMANSO;389;CORTE;EPS;11,0;;2022-08-18;5;
REMANSO;391;CORTE;EPS;22,0;;2022-08-18;5;
REMANSO;392;CORTE;EPS;33,0;;2022-08-18;5;
REMANSO;393;CORTE;EPS;22,0;;2022-08-18;5;
RIBEIRA DO POMBAL;399;CORTE;EPS;11,0;;2022-08-18;5;
RIBEIRA DO POMBAL;400;CORTE;EPS;11,0;;2022-08-18;5;
RIBEIRA DO POMBAL;405;CORTE;EPS;11,0;;2022-08-18;5;
RIBEIRA DO POMBAL;408;CORTE;EPS;11,0;;2022-08-18;5;
RIBEIRA DO POMBAL;409;CORTE;EPS;11,0;;2022-08-18;5;
SANTA MARIA DA VITORIA;414;CORTE;EPS;11,0;;2022-08-18;5;
SANTA MARIA DA VITORIA;535;CORTE;EPS;11,0;;2022-08-18;5;
SANTA MARIA DA VITORIA;536;CORTE;EPS;11,0;;2022-08-18;5;
SANTO AMARO;419;CORTE;EPS;22,0;;2022-08-18;5;
SANTO AMARO;420;CORTE;EPS;11,0;;2022-08-18;5;
SANTO AMARO;421;CORTE;EPS;11,0;;2022-08-18;5;
SANTO AMARO;422;CORTE;EPS;22,0;;2022-08-18;5;
SANTO AMARO;424;CORTE;EPS;22,0;;2022-08-18;5;
SANTO ANTONIO DE JESUS;8;CORTE;EPS;11,0;;2022-08-18;5;
SANTO ANTONIO DE JESUS;9;CORTE;EPS;22,0;;2022-08-18;5;
SANTO ANTONIO DE JESUS;426;CORTE;EPS;11,0;;2022-08-18;5;
SANTO ANTONIO DE JESUS;428;CORTE;EPS;22,0;;2022-08-18;5;
SANTO ANTONIO DE JESUS;430;CORTE;EPS;11,0;;2022-08-18;5;
SANTO ANTONIO DE JESUS;431;CORTE;EPS;11,0;;2022-08-18;5;
SANTO ANTONIO DE JESUS;432;CORTE;EPS;11,0;;2022-08-18;5;
SANTO ANTONIO DE JESUS;434;CORTE;EPS;22,0;;2022-08-18;5;
SANTO ANTONIO DE JESUS;435;CORTE;EPS;11,0;;2022-08-18;5;
SEABRA;436;CORTE;EPS;11,0;;2022-08-18;5;
SEABRA;440;CORTE;EPS;11,0;;2022-08-18;5;
SEABRA;441;CORTE;EPS;11,0;;2022-08-18;5;
SEABRA;442;CORTE;EPS;11,0;;2022-08-18;5;
SENHOR DO BONFIM;445;CORTE;EPS;11,0;;2022-08-18;5;
SENHOR DO BONFIM;454;CORTE;EPS;22,0;;2022-08-18;5;
SENHOR DO BONFIM;450;CORTE;EPS;22,0;;2022-08-18;5;
SENHOR DO BONFIM;449;CORTE;EPS;11,0;;2022-08-18;5;
SENHOR DO BONFIM;451;CORTE;EPS;11,0;;2022-08-18;5;
SERRINHA;456;CORTE;EPS;11,0;;2022-08-18;5;
SERRINHA;457;CORTE;EPS;11,0;;2022-08-18;5;
SERRINHA;458;CORTE;EPS;22,0;;2022-08-18;5;
SERRINHA;459;CORTE;EPS;11,0;;2022-08-18;5;
SERRINHA;463;CORTE;EPS;11,0;;2022-08-18;5;
SERRINHA;464;CORTE;EPS;11,0;;2022-08-18;5;
SERRINHA;466;CORTE;EPS;11,0;;2022-08-18;5;
SERRINHA;468;CORTE;EPS;11,0;;2022-08-18;5;
TEIXEIRA DE FREITAS;485;CORTE;EPS;11,0;;2022-08-18;5;
TEIXEIRA DE FREITAS;469;CORTE;EPS;11,0;;2022-08-18;5;
TEIXEIRA DE FREITAS;475;CORTE;EPS;11,0;;2022-08-18;5;
TEIXEIRA DE FREITAS;479;CORTE;EPS;11,0;;2022-08-18;5;
TEIXEIRA DE FREITAS;482;CORTE;EPS;11,0;;2022-08-18;5;
VALENCA;486;CORTE;EPS;11,0;;2022-08-18;5;
VALENCA;487;CORTE;EPS;11,0;;2022-08-18;5;
VALENCA;490;CORTE;EPS;22,0;;2022-08-18;5;
VALENCA;491;CORTE;EPS;22,0;;2022-08-18;5;
VALENCA;492;CORTE;EPS;22,0;;2022-08-18;5;
VALENCA;493;CORTE;EPS;11,0;;2022-08-18;5;
VALENCA;494;CORTE;EPS;11,0;;2022-08-18;5;
VALENCA;495;CORTE;EPS;33,0;;2022-08-18;5;
VITORIA DA CONQUISTA;513;CORTE;EPS;11,0;;2022-08-18;5;
VITORIA DA CONQUISTA;517;CORTE;EPS;11,0;;2022-08-18;5;
VITORIA DA CONQUISTA;519;CORTE;EPS;11,0;;2022-08-18;5;
VITORIA DA CONQUISTA;523;CORTE;EPS;11,0;;2022-08-18;5;
VITORIA DA CONQUISTA;505;CORTE;EPS;11,0;;2022-08-18;5;
VITORIA DA CONQUISTA;507;CORTE;EPS;11,0;;2022-08-18;5;
VITORIA DA CONQUISTA;515;CORTE;EPS;11,0;;2022-08-18;5;
VITORIA DA CONQUISTA;511;CORTE;EPS;11,0;;2022-08-18;5;
JACOBINA;255;CORTE;EPS;7,0;;2022-08-22;2;
JACOBINA;256;CORTE;EPS;7,0;;2022-08-22;2;
JACOBINA;257;CORTE;EPS;7,0;;2022-08-22;2;
JACOBINA;258;CORTE;EPS;7,0;;2022-08-22;2;
JACOBINA;259;CORTE;EPS;7,0;;2022-08-22;2;
JACOBINA;260;CORTE;EPS;7,0;;2022-08-22;2;
JACOBINA;261;CORTE;EPS;7,0;;2022-08-22;2;
JACOBINA;262;CORTE;EPS;7,0;;2022-08-22;2;
JACOBINA;263;CORTE;EPS;7,0;;2022-08-22;2;
JACOBINA;264;CORTE;EPS;7,0;;2022-08-22;2;
JACOBINA;534;CORTE;EPS;7,0;;2022-08-22;2;
PORTO SEGURO;361;CORTE;EPS;8,0;;2022-08-22;2;
PORTO SEGURO;363;CORTE;EPS;16,0;;2022-08-22;2;
PORTO SEGURO;370;CORTE;EPS;8,0;;2022-08-22;2;
PORTO SEGURO;371;CORTE;EPS;8,0;;2022-08-22;2;
PORTO SEGURO;373;CORTE;EPS;8,0;;2022-08-22;2;
PORTO SEGURO;375;CORTE;EPS;16,0;;2022-08-22;2;
PORTO SEGURO;377;CORTE;EPS;8,0;;2022-08-22;2;
VALENCA;486;CORTE;EPS;10,0;;2022-08-22;2;
VALENCA;489;CORTE;EPS;10,0;;2022-08-22;2;
VALENCA;490;CORTE;EPS;20,0;;2022-08-22;2;
VALENCA;491;CORTE;EPS;20,0;;2022-08-22;2;
VALENCA;492;CORTE;EPS;20,0;;2022-08-22;2;
VALENCA;493;CORTE;EPS;10,0;;2022-08-22;2;
VALENCA;494;CORTE;EPS;10,0;;2022-08-22;2;
VALENCA;495;CORTE;EPS;30,0;;2022-08-22;2;
CANDEIAS;59;RECORTE;STC;7,0;;2022-08-22;2;
CANDEIAS;59;CORTE;STC;7,0;;2022-08-22;2;
ITAPETINGA;241;CORTE;STC;8,0;;2022-08-22;2;
ITAPETINGA;249;CORTE;STC;8,0;;2022-08-22;2;
ITAPETINGA;238;CORTE;STC;8,0;;2022-08-22;2;
ITAPETINGA;239;CORTE;STC;8,0;;2022-08-22;2;
