UTD;SELECIONAR;ZONA;LOCALI;MUNICIPIO;BAIRRO;TIPO_LOCAL;CLUSTERS;QTD_MAX;QTD_MIN;RAIO_IDEAL;RAIO_MAX;RAIO_STEP;CARTEIRA;TURMA;PESO_MTVCOB;PESO_PECLD;PESO_QTDFTVE;PREENCHER;QTD_PREENCHER
ITABERABA;SIM;0223;;;;;1;7;6;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ITABERABA;SIM;0219;;;;;1;7;6;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ITABERABA;SIM;0222;;;;;1;7;6;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ITABERABA;SIM;0214;;;;;1;7;6;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ITABERABA;SIM;0217;;;;;1;7;6;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ITABUNA;SIM;0172;;;;;1;19;17;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ITABUNA;SIM;0184;;;;;1;19;17;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ITABUNA;SIM;0225;;;;;1;19;17;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ITABUNA;SIM;0226;;;;;1;19;17;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ITABUNA;SIM;0227;;;;;1;19;17;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ITABUNA;SIM;0228;;;;;1;19;17;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ITABUNA;SIM;0229;;;;;1;19;17;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ITABUNA;SIM;0230;;;;;1;19;17;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ITABUNA;SIM;0231;;;;;1;19;17;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ITABUNA;SIM;0233;;;;;1;19;17;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ITAPETINGA;SIM;0237;;;;;1;12;10;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ITAPETINGA;SIM;0240;;;;;1;12;10;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ITAPETINGA;SIM;0242;;;;;1;12;10;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ITAPETINGA;SIM;0248;;;;;1;12;10;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ITAPOAN;SIM;0250;;;;;1;26;23;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ITAPOAN;SIM;0251;;;;;1;26;23;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ITAPOAN;SIM;0252;;;;;7;26;23;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ITAPOAN;SIM;0253;;;;;2;26;23;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ITAPOAN;SIM;0254;;;;;2;26;23;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
JACOBINA;SIM;0255;;;;;1;10;9;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
JACOBINA;SIM;0256;;;;;1;10;9;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
JACOBINA;SIM;0257;;;;;1;10;9;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
JACOBINA;SIM;0258;;;;;1;10;9;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
JACOBINA;SIM;0259;;;;;1;10;9;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
JACOBINA;SIM;0261;;;;;1;10;9;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
JACOBINA;SIM;0262;;;;;1;10;9;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
JACOBINA;SIM;0263;;;;;1;10;9;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
JACOBINA;SIM;0264;;;;;1;10;9;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
JACOBINA;SIM;0534;;;;;1;10;9;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
JEQUIE;SIM;0265;;;;;1;13;11;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
JEQUIE;SIM;0271;;;;;1;13;11;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
JEQUIE;SIM;0275;;;;;1;13;11;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
JEQUIE;SIM;0276;;;;;1;13;11;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
JEQUIE;SIM;0277;;;;;1;13;11;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
JEQUIE;SIM;0281;;;;;1;13;11;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
JUAZEIRO;SIM;0284;;;;;1;19;17;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
JUAZEIRO;SIM;0285;;;;;1;19;17;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
JUAZEIRO;SIM;0286;;;;;1;19;17;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
JUAZEIRO;SIM;0287;;;;;1;19;17;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
JUAZEIRO;SIM;0288;;;;;1;19;17;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
JUAZEIRO;SIM;0289;;;;;1;19;17;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
JUAZEIRO;SIM;0290;;;;;2;19;17;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
JUAZEIRO;SIM;0291;;;;;1;19;17;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
JUAZEIRO;SIM;0292;;;;;1;19;17;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
LAURO DE FREITAS;SIM;0293;;;;;2;27;24;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
LAURO DE FREITAS;SIM;0294;;;;;1;27;24;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
LAURO DE FREITAS;SIM;0295;;;;;1;27;24;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
LAURO DE FREITAS;SIM;0296;;;;;1;27;24;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
LAURO DE FREITAS;SIM;0298;;;;;1;27;24;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
LIVRAMENTO DE NOSSA SENHORA;SIM;0310;;;;;1;10;9;500;3000;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
LIVRAMENTO DE NOSSA SENHORA;SIM;0309;;;;;1;10;9;500;3000;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
