UTD;SELECIONAR;ZONA;LOCALI;MUNICIPIO;BAIRRO;TIPO_LOCAL;CLUSTERS;QTD_MAX;QTD_MIN;RAIO_IDEAL;RAIO_MAX;RAIO_STEP;CARTEIRA;TURMA;PESO_MTVCOB;PESO_PECLD;PESO_QTDFTVE;PREENCHER;QTD_PREENCHER
SERRINHA;SIM;0464;;;;;1;16;14;5000;9000;2000;CONVENCIONAL;STC;1,0;2,0;0,0;;
SERRINHA;SIM;0465;;;;;1;9;8;5000;9000;2000;CONVENCIONAL;STC;1,0;2,0;0,0;;
SERRINHA;SIM;0467;;;;;1;11;10;5000;9000;2000;CONVENCIONAL;STC;1,0;2,0;0,0;;
SERRINHA;SIM;0468;;;;;1;11;10;5000;9000;2000;CONVENCIONAL;STC;1,0;2,0;0,0;;
SERRINHA;SIM;0456;;;;;1;11;10;5000;9000;2000;CONVENCIONAL;STC;1,0;2,0;0,0;;
SERRINHA;SIM;0458;;;;;1;9;8;5000;9000;2000;CONVENCIONAL;STC;1,0;2,0;0,0;;
VITORIA DA CONQUISTA;SIM;0510;;;;;1;11;10;5000;9000;2000;CONVENCIONAL;STC;1,0;2,0;0,0;;
VITORIA DA CONQUISTA;SIM;0525;;;;;1;11;10;5000;9000;2000;CONVENCIONAL;STC;1,0;2,0;0,0;;
VITORIA DA CONQUISTA;SIM;0513;;;;;1;11;10;5000;9000;2000;CONVENCIONAL;STC;1,0;2,0;0,0;;
VITORIA DA CONQUISTA;SIM;0517;;;;;1;11;10;5000;9000;2000;CONVENCIONAL;STC;1,0;2,0;0,0;;
VITORIA DA CONQUISTA;SIM;0506;;;;;1;11;10;5000;9000;2000;CONVENCIONAL;STC;1,0;2,0;0,0;;
VITORIA DA CONQUISTA;SIM;0508;;;;;1;11;10;5000;9000;2000;CONVENCIONAL;STC;1,0;2,0;0,0;;
VITORIA DA CONQUISTA;SIM;0500;;;;;1;11;10;5000;9000;2000;CONVENCIONAL;STC;1,0;2,0;0,0;;
VITORIA DA CONQUISTA;SIM;0503;;;;;1;11;10;5000;9000;2000;CONVENCIONAL;STC;1,0;2,0;0,0;;
VITORIA DA CONQUISTA;SIM;0518;;;;;1;11;10;5000;9000;2000;CONVENCIONAL;STC;1,0;2,0;0,0;;
VITORIA DA CONQUISTA;SIM;0520;;;;;1;11;10;5000;9000;2000;CONVENCIONAL;STC;1,0;2,0;0,0;;
VITORIA DA CONQUISTA;SIM;0524;;;;;1;11;10;5000;9000;2000;CONVENCIONAL;STC;1,0;2,0;0,0;;
